Manufacturer,Model,Capacity,Carrier,Like New Price,Good Price,Fair Price,Minor Damage Price,Damaged Price,Like New Deeplink,Good Deeplink,Fair Deeplink,Minor Damage Deeplink,Damaged Deeplink
Apple,Ultra 3,49mm,Titanium,340.0,275.0,195.0,,,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-3/titanium/49mm/like-new,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-3/titanium/49mm/good-condition,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-3/titanium/49mm/fair,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-3/titanium/49mm/minor-damage,https://www.ocbuyback.com/sell/smartwatch/apple/ultra-3/titanium/49mm/damaged
Apple,iPad Air 4th Gen (2020),64GB,Wi-Fi,180.0,150.0,100.0,40.0,,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/64gb/damaged
Apple,iPad Air 4th Gen (2020),64GB,Wi-Fi + Cellular,190.0,160.0,115.0,45.0,,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/64gb/damaged
Apple,iPad Air 4th Gen (2020),256GB,Wi-Fi,210.0,180.0,135.0,45.0,,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/wi-fi/256gb/damaged
Apple,iPad Air 4th Gen (2020),256GB,Wi-Fi + Cellular,220.0,190.0,145.0,50.0,,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-4th-gen-2020/cellular/256gb/damaged
Apple,iPad Air 5th Gen (2022),64GB,Wi-Fi,205.0,170.0,125.0,75.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/64gb/damaged
Apple,iPad Air 5th Gen (2022),64GB,Wi-Fi + Cellular,220.0,185.0,140.0,80.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/64gb/damaged
Apple,iPad Air 5th Gen (2022),256GB,Wi-Fi,245.0,210.0,165.0,80.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/wi-fi/256gb/damaged
Apple,iPad Air 5th Gen (2022),256GB,Wi-Fi + Cellular,260.0,225.0,180.0,85.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-air-5th-gen-2022/cellular/256gb/damaged
Apple,iPad Mini 5th Gen (2019),64GB,Wi-Fi,85.0,75.0,50.0,15.0,,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/64gb/damaged
Apple,iPad Mini 5th Gen (2019),64GB,Wi-Fi + Cellular,95.0,85.0,60.0,20.0,,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/64gb/damaged
Apple,iPad Mini 5th Gen (2019),256GB,Wi-Fi,125.0,105.0,65.0,20.0,,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/wi-fi/256gb/damaged
Apple,iPad Mini 5th Gen (2019),256GB,Wi-Fi + Cellular,135.0,115.0,75.0,25.0,,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-5th-gen-2019/cellular/256gb/damaged
Apple,iPad Mini 6th Gen (2021),64GB,Wi-Fi,175.0,160.0,120.0,50.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/64gb/damaged
Apple,iPad Mini 6th Gen (2021),64GB,Wi-Fi + Cellular,200.0,185.0,145.0,60.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/64gb/damaged
Apple,iPad Mini 6th Gen (2021),256GB,Wi-Fi,225.0,210.0,170.0,60.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/wi-fi/256gb/damaged
Apple,iPad Mini 6th Gen (2021),256GB,Wi-Fi + Cellular,250.0,235.0,195.0,70.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-6th-gen-2021/cellular/256gb/damaged
Apple,iPad Mini 7th Gen (2024),128GB,Wi-Fi,260.0,240.0,190.0,65.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/128gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/128gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/128gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/128gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/128gb/damaged
Apple,iPad Mini 7th Gen (2024),128GB,Wi-Fi + Cellular,285.0,265.0,215.0,75.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/128gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/128gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/128gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/128gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/128gb/damaged
Apple,iPad Mini 7th Gen (2024),256GB,Wi-Fi,300.0,280.0,230.0,75.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/256gb/damaged
Apple,iPad Mini 7th Gen (2024),256GB,Wi-Fi + Cellular,325.0,305.0,255.0,85.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/256gb/damaged
Apple,iPad Mini 7th Gen (2024),512GB,Wi-Fi,360.0,340.0,290.0,85.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/512gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/512gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/512gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/512gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/wi-fi/512gb/damaged
Apple,iPad Mini 7th Gen (2024),512GB,Wi-Fi + Cellular,385.0,365.0,315.0,95.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/512gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/512gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/512gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/512gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-mini-7th-gen-2024/cellular/512gb/damaged
Apple,iPad Pro 12.9 3rd Gen (2018),64GB,Wi-Fi,245.0,200.0,145.0,60.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/64gb/damaged
Apple,iPad Pro 12.9 3rd Gen (2018),64GB,Wi-Fi + Cellular,265.0,220.0,165.0,70.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/64gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/64gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/64gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/64gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/64gb/damaged
Apple,iPad Pro 12.9 3rd Gen (2018),256GB,Wi-Fi,270.0,225.0,170.0,70.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/256gb/damaged
Apple,iPad Pro 12.9 3rd Gen (2018),256GB,Wi-Fi + Cellular,290.0,245.0,190.0,80.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/256gb/damaged
Apple,iPad Pro 12.9 3rd Gen (2018),512GB,Wi-Fi,285.0,240.0,185.0,75.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/512gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/512gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/512gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/512gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/512gb/damaged
Apple,iPad Pro 12.9 3rd Gen (2018),512GB,Wi-Fi + Cellular,305.0,260.0,205.0,85.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/512gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/512gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/512gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/512gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/512gb/damaged
Apple,iPad Pro 12.9 3rd Gen (2018),1TB,Wi-Fi,305.0,260.0,205.0,80.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/1tb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/1tb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/1tb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/1tb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/wi-fi/1tb/damaged
Apple,iPad Pro 12.9 3rd Gen (2018),1TB,Wi-Fi + Cellular,325.0,280.0,225.0,90.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/1tb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/1tb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/1tb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/1tb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-3rd-gen-2018/cellular/1tb/damaged
Apple,iPad Pro 12.9 4th Gen (2020),128GB,Wi-Fi,280.0,230.0,180.0,60.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/128gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/128gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/128gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/128gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/128gb/damaged
Apple,iPad Pro 12.9 4th Gen (2020),128GB,Wi-Fi + Cellular,320.0,270.0,220.0,63.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/128gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/128gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/128gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/128gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/128gb/damaged
Apple,iPad Pro 12.9 4th Gen (2020),256GB,Wi-Fi,290.0,240.0,190.0,63.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/256gb/damaged
Apple,iPad Pro 12.9 4th Gen (2020),256GB,Wi-Fi + Cellular,330.0,280.0,230.0,66.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/256gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/256gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/256gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/256gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/256gb/damaged
Apple,iPad Pro 12.9 4th Gen (2020),512GB,Wi-Fi,295.0,245.0,195.0,65.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/512gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/512gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/512gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/512gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/wi-fi/512gb/damaged
Apple,iPad Pro 12.9 4th Gen (2020),512GB,Wi-Fi + Cellular,335.0,285.0,235.0,68.0,10.0,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/512gb/like-new,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/512gb/good-condition,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/512gb/fair,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/512gb/minor-damage,https://www.ocbuyback.com/sell/tablet/apple/ipad-pro-12-9-4th-gen-2020/cellular/512gb/damaged
